acc_raw_int,acc_raw_float,acc_HP_float,acc_HP_float
-232,-232,-74.2318,-74
-274,-274,-82.8299,-82
-225,-225,-33.0216,-33
-216,-216,-36.8978,-36
-212,-212,-84.4979,-84
-228,-228,-105.8686,-105
-211,-211,-98.972,-98
-220,-220,-93.3424,-93
-216,-216,-127.1261,-127
-224,-224,-116.0762,-116
-219,-219,-88.1872,-88
-236,-236,-96.5157,-96
-262,-262,-85.7553,-85
-267,-267,-60.8147,-60
-229,-229,-68.1812,-68
-243,-243,-62.2212,-62
-289,-289,-34.5293,-34
-247,-247,-19.9433,-19
-209,-209,-57.5124,-57
-211,-211,-81.2279,-81
-234,-234,-52.6853,-52
-220,-220,-51.3203,-51
-214,-214,-89.2729,-89
-261,-261,-79.9533,-79
-251,-251,-83.7571,-83
-220,-220,-61.6471,-61
-218,-218,-56.272,-56
-242,-242,-76.1179,-76
-230,-230,-70.5206,-70
-236,-236,-76.9678,-76
-259,-259,-37.5475,-37
-234,-234,-18.1067,-18
-193,-193,-74.7117,-74
-232,-232,-136.621,-136
-268,-268,-108.4493,-108
-249,-249,-51.2957,-51
-206,-206,-48.0133,-48
-262,-262,-34.3387,-34
-252,-252,-60.6476,-60
-190,-190,-35.5237,-35
-218,-218,-111.5646,-111
-270,-270,-79.3851,-79
-249,-249,-27.683,-27
-231,-231,-76.9122,-76
-246,-246,-118.1165,-118
-249,-249,-63.6952,-63
-228,-228,-34.6857,-34
-253,-253,-102.1085,-102
-264,-264,-75.2913,-75
-240,-240,-63.5904,-63
-212,-212,-105.5961,-105
-205,-205,-56.607,-56
-212,-212,-48.3895,-48
-204,-204,-44.3738,-44
-209,-209,-59.7815,-59
-246,-246,-42.5656,-42
-247,-247,-51.7558,-51
-218,-218,-47.9651,-47
-224,-224,-55.6299,-55
-299,-299,-50.7924,-50
-262,-262,-68.209,-68
-246,-246,-94.1029,-94
-265,-265,-99.2295,-99
-266,-266,-61.5066,-61
-217,-217,-75.4033,-75
-234,-234,-121.4653,-121
-244,-244,-79.7829,-79
-221,-221,-41.9247,-41
-202,-202,-43.3863,-43
-255,-255,-65.9982,-65
-263,-263,-52.3404,-52
-204,-204,-46.3982,-46
-203,-203,-92.9183,-92
-277,-277,-82.9862,-82
-222,-222,-51.9962,-51
-159,-159,-50.4938,-50
-190,-190,-74.6579,-74
-270,-270,-62.2988,-62
-262,-262,-68.3405,-68
-203,-203,-91.3322,-91
-264,-264,-66.8212,-66
-245,-245,-26.0021,-26
-175,-175,-64.2917,-64
-233,-233,-99.512,-99
-261,-261,-80.9846,-80
-248,-248,-38.7998,-38
-224,-224,-94.8313,-94
-280,-280,-84.8741,-84
-256,-256,-22.4107,-22
-248,-248,-50.6974,-50
-266,-266,-101.5499,-101
-255,-255,-81.0152,-81
-206,-206,-63.7858,-63
-185,-185,-78.164,-78
-251,-251,-80.6065,-80
-310,-310,-60.247,-60
-237,-237,-85.5983,-85
-196,-196,-95.7022,-95
-264,-264,-72.0545,-72
-232,-232,-44.2181,-44
-199,-199,-36.7191,-36
-258,-258,-44.3789,-44
-233,-233,-36.4576,-36
-196,-196,-41.5425,-41
-220,-220,-78.3074,-78
-242,-242,-79.4969,-79
-261,-261,-50.2622,-50
-228,-228,-56.2967,-56
-214,-214,-131.2012,-131
-232,-232,-94.2585,-94
-207,-207,-78.076,-78
-240,-240,-96.7379,-96
-287,-287,-97.6186,-97
-266,-266,-49.1159,-49
-198,-198,-65.9977,-65
-256,-256,-75.3533,-75
-273,-273,-52.924,-52
-246,-246,-34.405,-34
-241,-241,-87.2864,-87
-243,-243,-94.892,-94
-258,-258,-36.0021,-36
-245,-245,-35.0046,-35
-236,-236,-108.3143,-108
-256,-256,-53.431,-53
-230,-230,9.1404,9
-222,-222,-21.8574,-21
-276,-276,-101.3825,-101
-245,-245,-93.5032,-93
-216,-216,-34.4268,-34
-235,-235,-95.096,-95
-278,-278,-76.3458,-76
-270,-270,-6.764,-6
-239,-239,-64.1058,-64
-215,-215,-91.6301,-91
-253,-253,-78.8703,-78
-232,-232,-55.4311,-55
-249,-249,-110.5494,-110
-299,-299,-86.5401,-86
-228,-228,-79.3534,-79
-190,-190,-96.9358,-96
-237,-237,-85.1607,-85
-219,-219,-36.5053,-36
-241,-241,-15.7122,-15
-237,-237,-81.4516,-81
-259,-259,-140.3294,-140
-283,-283,-67.469,-67
-238,-238,-26.0533,-26
-232,-232,-93.89,-93
-240,-240,-62.1926,-62
-227,-227,-29.5257,-29
-220,-220,-88.542,-88
-235,-235,-63.3306,-63
-210,-210,-26.3984,-26
-210,-210,-50.2874,-50
-215,-215,-71.7615,-71
-255,-255,-90.7026,-90
-250,-250,-58.0519,-58
-225,-225,-43.9347,-43
-230,-230,-60.9094,-60
-243,-243,-36.4957,-36
-230,-230,-69.7491,-69
-206,-206,-116.5618,-116
-254,-254,-95.5434,-95
-271,-271,-28.144,-28
-231,-231,-85.8564,-85
-217,-217,-102.7362,-102
-230,-230,-76.0492,-76
-192,-192,-71.3553,-71
-203,-203,-72.655,-72
-275,-275,-87.5023,-87
-306,-306,-75.1731,-75
-236,-236,-66.1075,-66
-267,-267,-84.9794,-84
-259,-259,-59.7341,-59
-223,-223,-52.5598,-52
-194,-194,-106.0866,-106
-199,-199,-74.0373,-74
-244,-244,-45.227,-45
-250,-250,-65.057,-65
-235,-235,-107.2068,-107
-251,-251,-99.511,-99
-212,-212,-69.5401,-69
-180,-180,-44.8101,-44
-232,-232,-82.4942,-82
-240,-240,-61.7628,-61
-232,-232,-79.1668,-79
-248,-248,-128.4235,-128
-264,-264,-57.8185,-57
-207,-207,-20.0774,-20
-228,-228,-66.9288,-66
-228,-228,-49.2025,-49
-231,-231,-71.9485,-71
-238,-238,-68.2062,-68
-220,-220,-89.3167,-89
-278,-278,-112.5291,-112
-201,-201,-68.7869,-68
-203,-203,-63.4618,-63
-240,-240,-70.5267,-70
-290,-290,-57.9442,-57
-286,-286,-51.306,-51
-227,-227,-65.5141,-65
-232,-232,-40.9524,-40
-229,-229,-41.503,-41
-190,-190,-46.2643,-46
-202,-202,-86.0874,-86
-226,-226,-80.9465,-80
-251,-251,-56.4749,-56
-234,-234,-61.7176,-61
-271,-271,-74.4207,-74
-262,-262,-61.749,-61
-188,-188,-37.429,-37
-209,-209,-84.9528,-84
-266,-266,-102.3414,-102
-264,-264,-63.3001,-63
-248,-248,-48.4766,-48
-216,-216,-61.3944,-61
-228,-228,-23.9003,-23
-226,-226,-35.0582,-35
-240,-240,-107.0786,-107
-264,-264,-137.8708,-137
-229,-229,-68.1408,-68
-249,-249,-99.2798,-99
-244,-244,-91.0227,-91
-222,-222,-55.4657,-55
-195,-195,-26.6792,-26
-206,-206,-31.0352,-31
-218,-218,-76.6061,-76
-235,-235,-83.042,-83
-212,-212,-67.8351,-67
-218,-218,-83.341,-83
-261,-261,-44.5108,-44
-280,-280,-12.9118,-12
-236,-236,-65.2472,-65
-268,-268,-72.634,-72
-276,-276,-64.8584,-64
-234,-234,-80.6252,-80
-202,-202,-96.0653,-96
-238,-238,-40.1283,-40
-236,-236,-61.6021,-61
-197,-197,-60.9649,-60
-240,-240,-64.1967,-64
-235,-235,-70.8717,-70
-209,-209,-53.0004,-53
-215,-215,-110.7652,-110
-213,-213,-33.5561,-33
-216,-216,-36.3034,-36
-213,-213,-73.4444,-73
-231,-231,-123.3487,-123
-250,-250,-119.504,-119
-238,-238,-60.5788,-60
-228,-228,-65.3727,-65
-260,-260,-62.6552,-62
-281,-281,-23.5011,-23
-244,-244,-35.365,-35
-169,-169,-58.9561,-58
-199,-199,-84.1685,-84
-271,-271,-67.4671,-67
-230,-230,-104.4059,-104
-256,-256,-95.1893,-95
-240,-240,-21.3789,-21
-234,-234,-42.6998,-42
-225,-225,-99.0392,-99
-250,-250,-96.8342,-96
-288,-288,-81.3227,-81
-220,-220,-49.5312,-49
-212,-212,-61.375,-61
-266,-266,-59.7992,-59
-244,-244,-73.5434,-73
-165,-165,-96.6944,-96
-237,-237,-61.3812,-61
-264,-264,-82.3981,-82
-238,-238,-76.9778,-76
-220,-220,-55.1796,-55
-211,-211,-28.7548,-28
-236,-236,-40.1043,-40
-233,-233,-51.9528,-51
-231,-231,-68.293,-68
-252,-252,-45.1985,-45
-248,-248,-51.3993,-51
-209,-209,-94.2463,-94
-232,-232,-113.8045,-113
-227,-227,-70.1998,-70
-234,-234,-101.4045,-101
-249,-249,-109.2716,-109
-233,-233,-67.4027,-67
-224,-224,-35.2197,-35
-230,-230,-71.0567,-71
-246,-246,-69.8541,-69
-249,-249,-30.4866,-30
-237,-237,-73.4705,-73
-211,-211,-68.4767,-68
-256,-256,-42.3333,-42
-266,-266,-48.5081,-48
-243,-243,-45.6865,-45
-229,-229,-49.8064,-49
-259,-259,-46.6431,-46
-191,-191,-64.1825,-64
-184,-184,-82.6538,-82
-278,-278,-70.7262,-70
-275,-275,-61.5093,-61
-252,-252,-93.3621,-93
-266,-266,-114.2956,-114
-211,-211,-77.8257,-77
-215,-215,-2.5948,-2
-237,-237,-32.1871,-32
-245,-245,-103.8004,-103
-240,-240,-63.0322,-63
-194,-194,-88.6186,-88
-208,-208,-72.8636,-72
-245,-245,-67.862,-67
-226,-226,-58.4887,-58
-225,-225,-82.6924,-82
-254,-254,-120.7313,-120
-259,-259,-52.931,-52
-231,-231,-45.3677,-45
-244,-244,-99.1231,-99
-256,-256,-77.0613,-77
-233,-233,2.1644,2
-243,-243,-69.4834,-69
-248,-248,-96.9482,-96
-268,-268,-70.5573,-70
-277,-277,-52.5123,-52
-251,-251,-43.7346,-43
-252,-252,-68.9711,-68
-213,-213,-65.7407,-65
-186,-186,-63.594,-63
-221,-221,-84.3352,-84
-272,-272,-80.5248,-80
-213,-213,-41.4171,-41
-187,-187,-63.9005,-63
-234,-234,-58.6889,-58
-241,-241,-66.3306,-66
-211,-211,-80.9383,-80
-231,-231,-64.8865,-64
-263,-263,-56.4336,-56
-255,-255,-62.7706,-62
-199,-199,-78.272,-78
-231,-231,-81.2873,-81
-273,-273,-69.69,-69
-239,-239,-43.0013,-43
-260,-260,-87.9933,-87
-281,-281,-98.1989,-98
-261,-261,-74.9675,-74
-202,-202,-60.9952,-60
-244,-244,-90.862,-90
-257,-257,-22.7858,-22
-249,-249,-15.4436,-15
-231,-231,-109.1693,-109
-252,-252,-106.296,-106
-243,-243,-83.3878,-83
-206,-206,-96.9888,-96
-242,-242,-41.7217,-41
-260,-260,-46.2183,-46
-230,-230,-69.2033,-69
-232,-232,-76.6385,-76
-263,-263,-70.5162,-70
-273,-273,-25.0166,-25
-218,-218,-38.6637,-38
-264,-264,-75.8153,-75
-265,-265,-56.791,-56
-225,-225,-55.8839,-55
-251,-251,-84.4482,-84
-265,-265,-88.857,-88
-234,-234,-61.8153,-61
-212,-212,-74.8838,-74
-243,-243,-86.0476,-86
-244,-244,-63.3302,-63
-251,-251,-74.3011,-74
-232,-232,-78.1511,-78
-262,-262,-97.6863,-97
-289,-289,-106.9107,-106
-248,-248,-81.0604,-81
-227,-227,-82.1021,-82
-232,-232,-42.6676,-42
-247,-247,-15.6251,-15
-232,-232,-50.5978,-50
-243,-243,-101.2371,-101
-231,-231,-42.2798,-42
-232,-232,-16.7751,-16
-278,-278,-63.2591,-63
-252,-252,-70.2214,-70
-192,-192,-40.1563,-40
-216,-216,-59.9527,-59
-289,-289,-92.0218,-92
-282,-282,-83.9721,-83
-250,-250,-27.7752,-27
-266,-266,-59.4207,-59
-235,-235,-101.3419,-101
-200,-200,-67.5514,-67
-218,-218,-88.8847,-88
-267,-267,-109.1117,-109
-260,-260,-88.9117,-88
-185,-185,-30.3428,-30
-226,-226,-72.516,-72
-253,-253,-85.0158,-85
-189,-189,-78.0295,-78
-212,-212,-60.0481,-60
-288,-288,-79.5467,-79
-270,-270,-70.5684,-70
-233,-233,-33.927,-33
-245,-245,-69.7163,-69
-258,-258,-88.4167,-88
-227,-227,-58.2907,-58
-202,-202,-60.0027,-60
-241,-241,-90.8649,-90
-243,-243,-100.9132,-100
-244,-244,-46.4931,-46
-245,-245,-92.1825,-92
-252,-252,-92.5874,-92
-222,-222,-52.8866,-52
-222,-222,-78.9123,-78
-235,-235,-92.5143,-92
-205,-205,-61.5703,-61
-208,-208,-40.0723,-40
-230,-230,-70.9257,-70
-290,-290,-71.6812,-71
-262,-262,-78.9843,-78
-257,-257,-59.8103,-59
-276,-276,-89.6774,-89
-253,-253,-116.4053,-116
-219,-219,-75.3989,-75
-193,-193,-54.9372,-54
-235,-235,-59.9683,-59
-233,-233,-75.5375,-75
-180,-180,-60.9957,-60
-215,-215,-71.5105,-71
-218,-218,-58.8927,-58
-219,-219,-60.844,-60
-206,-206,-107.2687,-107
-268,-268,-80.5369,-80
-276,-276,-20.4178,-20
-254,-254,-44.8519,-44
-239,-239,-117.5958,-117
-241,-241,-110.2224,-110
-235,-235,-78.4606,-78
-230,-230,-95.3281,-95
-217,-217,-63.9453,-63
-194,-194,-28.561,-28
-188,-188,-47.2939,-47
-181,-181,-96.249,-96
-222,-222,-89.1601,-89
-236,-236,-14.6246,-14
-231,-231,-56.5717,-56
-213,-213,-83.1008,-83
-246,-246,-19.0331,-19
-222,-222,-42.326,-42
-187,-187,-118.8189,-118
-251,-251,-100.6134,-100
-245,-245,-63.8624,-63
-198,-198,-76.5732,-76
-208,-208,-89.2234,-89
-235,-235,-58.1321,-58
-228,-228,-33.7306,-33
-214,-214,-72.875,-72
-206,-206,-74.6634,-74
-267,-267,-75.6543,-75
-277,-277,-77.4938,-77
-247,-247,-83.9401,-83
-229,-229,-54.1204,-54
-238,-238,-54.8208,-54
-234,-234,-67.5682,-67
-205,-205,-37.5983,-37
-254,-254,-41.1387,-41
-243,-243,-63.5137,-63
-216,-216,-123.2034,-123
-263,-263,-95.2481,-95
-246,-246,-90.248,-90
-213,-213,-109.6806,-109
-208,-208,-86.4361,-86
-242,-242,-52.2151,-52
-267,-267,-26.8835,-26
-227,-227,-69.282,-69
-244,-244,-67.2497,-67
-274,-274,-14.0211,-14
-238,-238,-49.2979,-49
-221,-221,-52.2348,-52
-238,-238,-53.4588,-53
-246,-246,-40.4623,-40
-210,-210,-101.9529,-101
-245,-245,-110.4104,-110
-240,-240,-89.2658,-89
-217,-217,-73.9332,-73
-198,-198,-75.0526,-75
-240,-240,-69.2881,-69
-271,-271,-64.7541,-64
-225,-225,-51.6112,-51
-210,-210,-29.1561,-29
-232,-232,-23.635,-23
-228,-228,-16.3474,-16
-219,-219,-56.7115,-56
-223,-223,-70.9115,-70
-226,-226,-66.9859,-66
-201,-201,-48.4239,-48
-202,-202,-81.1408,-81
-285,-285,-57.9263,-57
-264,-264,-22.4636,-22
-220,-220,-85.4502,-85
-230,-230,-79.818,-79
-292,-292,-33.2426,-33
-266,-266,-42.9855,-42
-220,-220,-69.8417,-69
-227,-227,-63.2895,-63
-225,-225,-49.5944,-49
-236,-236,-40.9745,-40
-231,-231,-101.9397,-101
-254,-254,-111.8649,-111
-225,-225,-81.8545,-81
-247,-247,-63.7124,-63
-268,-268,-73.0195,-73
-233,-233,-68.9404,-68
-213,-213,-39.7375,-39
-196,-196,-89.1761,-89
-240,-240,-78.0164,-78
-262,-262,-50.5612,-50
-266,-266,-96.636,-96
-226,-226,-80.0891,-80
-225,-225,-47.1736,-47
-207,-207,-41.969,-41
-190,-190,-76.4011,-76
-231,-231,-101.8353,-101
-255,-255,-62.0348,-62
-221,-221,-78.3602,-78
-209,-209,-108.393,-108
-240,-240,-73.0289,-73
-235,-235,-55.4017,-55
-181,-181,-72.4087,-72
-233,-233,-80.3375,-80
-295,-295,-44.31,-44
-276,-276,-78.2993,-78
-238,-238,-73.2196,-73
-264,-264,-50.4859,-50
-209,-209,-31.734,-31
-209,-209,-73.7279,-73
-191,-191,-104.8796,-104
-242,-242,-58.892,-58
-251,-251,-43.9787,-43
-242,-242,-66.192,-66
-254,-254,-62.1072,-62
-239,-239,-53.0634,-53
-190,-190,-56.4935,-56
-253,-253,-59.2324,-59
-264,-264,-34.225,-34
-218,-218,-35.4843,-35
-234,-234,-117.9964,-117
-240,-240,-97.3212,-97
-230,-230,-53.764,-53
-216,-216,-62.8595,-62
-230,-230,-124.9915,-124
-263,-263,-99.5744,-99
-242,-242,-53.349,-53
-202,-202,-60.0187,-60
-227,-227,-58.1446,-58
-259,-259,-69.2736,-69
-254,-254,-64.3031,-64
-210,-210,-86.5059,-86
-270,-270,-57.3747,-57
-307,-307,-79.6938,-79
-272,-272,-100.8554,-100
-240,-240,-65.6892,-65
-227,-227,-45.7436,-45
-199,-199,-29.1879,-29
-214,-214,-72.5088,-72
-248,-248,-94.652,-94
-217,-217,-99.0525,-99
-184,-184,-58.4965,-58
-179,-179,-57.9085,-57
-226,-226,-40.391,-40
-232,-232,-23.4202,-23
-240,-240,-63.9076,-63
-201,-201,-87.6801,-87
-232,-232,-54.2964,-54
-235,-235,-42.0635,-42
-228,-228,-72.7112,-72
-247,-247,-68.25,-68
-223,-223,-14.5124,-14
-238,-238,-66.2557,-66
-220,-220,-128.1981,-128
-249,-249,-109.6738,-109
-241,-241,-71.1499,-71
-168,-168,-97.4053,-97
-233,-233,-42.7447,-42
-224,-224,-43.0058,-43
-215,-215,-24.4465,-24
-226,-226,-75.1028,-75
-285,-285,-84.7037,-84
-292,-292,-75.7688,-75
-254,-254,-87.395,-87
-252,-252,-72.4163,-72
-249,-249,-23.5,-23
-225,-225,-86.4483,-86
-200,-200,-97.4816,-97
-253,-253,-51.7733,-51
-209,-209,-67.7718,-67
-200,-200,-72.716,-72
-211,-211,-63.1931,-63
-246,-246,-49.844,-49
-246,-246,-63.6819,-63
-222,-222,-95.908,-95
-252,-252,-75.3583,-75
-272,-272,-35.9598,-35
-202,-202,-60.9195,-60
-208,-208,-93.0062,-93
-243,-243,-87.8387,-87
-217,-217,-43.9674,-43
-188,-188,-103.7863,-103
-214,-214,-141.2881,-141
-244,-244,-105.9832,-105
-264,-264,-73.6886,-73
-250,-250,-61.2053,-61
-254,-254,-33.4335,-33
-247,-247,-48.5942,-48
-211,-211,-81.9982,-81
-187,-187,-50.8508,-50
-255,-255,-17.8316,-17
-256,-256,-13.3929,-13
-216,-216,-60.4413,-60
-265,-265,-66.6004,-66
-266,-266,-74.7026,-74
-253,-253,-35.0303,-35
-232,-232,-65.72,-65
-275,-275,-69.1247,-69
-223,-223,-62.2802,-62
-182,-182,-80.9414,-80
-230,-230,-57.0408,-57
-258,-258,-72.711,-72
-211,-211,-53.9721,-53
-243,-243,-82.1418,-82
-302,-302,-74.3682,-74
-281,-281,-1.834,-1
-213,-213,-66.5189,-66
-230,-230,-58.2918,-58
-255,-255,-49.1579,-49
-225,-225,-60.3331,-60
-248,-248,-118.5062,-118
-215,-215,-125.4219,-125
-183,-183,-87.6713,-87
-194,-194,-85.6024,-85
-198,-198,-82.9113,-82
-213,-213,-59.6067,-59
-165,-165,-33.8341,-33
-192,-192,-86.8344,-86
-217,-217,-43.5574,-43
-226,-226,-34.3414,-34
-246,-246,-45.2474,-45
-248,-248,-80.3712,-80
-267,-267,-80.4792,-80
-259,-259,-56.2016,-56
-252,-252,-85.7161,-85
-215,-215,-106.0993,-106
-218,-218,-36.6829,-36
-230,-230,-42.2962,-42
-210,-210,-76.9216,-76
-228,-228,-51.0654,-51
-234,-234,-22.699,-22
-237,-237,-47.8539,-47
-209,-209,-77.5069,-77
-282,-282,-98.0149,-98
-287,-287,-84.3799,-84
-216,-216,-88.5822,-88
-266,-266,-81.8405,-81
-283,-283,-45.4274,-45
-268,-268,-20.8264,-20
-275,-275,-89.1374,-89
-252,-252,-90.4569,-90
-225,-225,-50.4016,-50
-211,-211,-98.6896,-98
-257,-257,-99.5201,-99
-242,-242,-86.3685,-86
-247,-247,-65.8427,-65
-220,-220,-108.3696,-108
-262,-262,-56.2378,-56
-289,-289,-15.1748,-15
-230,-230,-62.8825,-62
-238,-238,-91.1804,-91
-254,-254,-43.8701,-43
-231,-231,-76.0799,-76
-222,-222,-134.6498,-134
-227,-227,-113.761,-113
-231,-231,-46.7057,-46
-206,-206,-62.7299,-62
-254,-254,-87.7685,-87
-277,-277,-57.7295,-57
-223,-223,-80.5288,-80
-243,-243,-46.6705,-46
-277,-277,-14.5395,-14
-268,-268,-26.0239,-26
-226,-226,-30.037,-30
-235,-235,-45.0355,-45
-226,-226,2.6758,2
-230,-230,-24.5664,-24
-255,-255,-48.6662,-48
-252,-252,-58.1695,-58
-238,-238,-78.146,-78
-248,-248,-79.8188,-79
-259,-259,-98.1729,-98
-253,-253,-90.0763,-90
-230,-230,-83.3473,-83
-195,-195,-45.9359,-45
-246,-246,-48.6061,-48
-262,-262,-61.4677,-61
-227,-227,-41.2521,-41
-257,-257,-58.6004,-58
-230,-230,-64.8946,-64
-200,-200,-68.2472,-68
-216,-216,-39.7834,-39
-263,-263,-112.2199,-112
-236,-236,-116.9142,-116
-225,-225,-46.126,-46
-238,-238,-96.0378,-96
-259,-259,-113.0521,-113
-224,-224,-98.5146,-98
-187,-187,-105.8347,-105
-224,-224,-81.8126,-81
-243,-243,-54.7844,-54
-228,-228,-41.3354,-41
-214,-214,-86.6586,-86
-271,-271,-71.5919,-71
-258,-258,-76.7355,-76
-226,-226,-50.0288,-50
-247,-247,-91.3824,-91
-237,-237,-119.1088,-119
-195,-195,-60.6798,-60
-204,-204,-67.9785,-67
-234,-234,-83.5867,-83
-212,-212,-61.3036,-61
-187,-187,-51.941,-51
-224,-224,-56.214,-56
-263,-263,-60.5799,-60
-231,-231,-36.5906,-36
-217,-217,-84.3666,-84
-256,-256,-106.9896,-106
-253,-253,-53.4017,-53
-222,-222,-73.1216,-73
-197,-197,-107.6987,-107
-221,-221,-99.1468,-99
-233,-233,-56.9411,-56
-240,-240,-65.847,-65
-226,-226,-56.6582,-56
-222,-222,-61.3558,-61
-210,-210,-85.9985,-85
-232,-232,-82.6893,-82
-207,-207,-68.7128,-68
-235,-235,-78.5518,-78
-248,-248,-89.6425,-89
-250,-250,-83.5047,-83
-257,-257,-60.7433,-60
-218,-218,-26.0372,-26
-213,-213,-77.7263,-77
-266,-266,-93.6851,-93
-241,-241,-58.5889,-58
-183,-183,-89.0817,-89
-189,-189,-62.0254,-62
-208,-208,-32.1319,-32
-215,-215,-48.2794,-48
-201,-201,-95.8808,-95
-175,-175,-68.1531,-68
-245,-245,-57.3234,-57
-278,-278,-71.4226,-71
-243,-243,-91.8392,-91
-236,-236,-56.8128,-56
-227,-227,-20.26,-20
-194,-194,-57.4558,-57
-206,-206,-77.0356,-77
-243,-243,-62.5306,-62
-243,-243,-48.7928,-48
-235,-235,-105.2489,-105
-232,-232,-92.6171,-92
-211,-211,-60.7347,-60
-198,-198,-82.3187,-82
-230,-230,-71.8591,-71
-260,-260,-29.614,-29
-262,-262,-39.5482,-39
-240,-240,-69.5101,-69
-205,-205,-47.4629,-47
-255,-255,-22.8485,-22
-235,-235,-60.0398,-60
-240,-240,-99.0129,-99
-253,-253,-66.9765,-66
-278,-278,-53.268,-53
-250,-250,-91.5968,-91
-261,-261,-88.3269,-88
-265,-265,-58.1032,-58
-194,-194,-32.9408,-32
-221,-221,-56.5741,-56
-215,-215,-68.8581,-68
-252,-252,-76.4654,-76
-230,-230,-62.3507,-62
-194,-194,-58.5774,-58
-222,-222,-46.5499,-46
-255,-255,-68.1734,-68
-272,-272,-43.1721,-43
-258,-258,-71.3301,-71
-284,-284,-84.0686,-84
-268,-268,-85.8391,-85
-243,-243,-92.9048,-92
-254,-254,-54.148,-54
-241,-241,-49.5239,-49
-235,-235,-101.6984,-101
-271,-271,-76.3579,-76
-286,-286,-18.6782,-18
-262,-262,-24.1051,-24
-239,-239,-43.3965,-43
-232,-232,-50.6809,-50
-196,-196,-36.3779,-36
-189,-189,-9.7224,-9
-241,-241,-80.0282,-80
-271,-271,-112.9866,-112
-243,-243,-77.6621,-77
-212,-212,-70.3297,-70
-234,-234,-61.7314,-61
-240,-240,-29.0681,-29
-231,-231,-40.3689,-40
-238,-238,-76.9743,-76
-311,-311,-76.895,-76
-267,-267,-68.8606,-68
-213,-213,-64.979,-64
-236,-236,-44.0931,-44
-229,-229,-31.4421,-31
-232,-232,-63.0128,-63
-233,-233,-93.0367,-93
-265,-265,-95.3867,-95
-230,-230,-73.0529,-73
-199,-199,-37.5409,-37
-201,-201,-87.7869,-87
-228,-228,-67.9705,-67
-203,-203,-72.3471,-72
-196,-196,-84.8043,-84
-264,-264,-110.1308,-110
-257,-257,-82.1621,-82
-221,-221,-92.5469,-92
-253,-253,-96.4996,-96
-295,-295,-25.7129,-25
-238,-238,-52.9083,-52
-235,-235,-46.4144,-46
-251,-251,-83.0992,-83
-264,-264,-60.8458,-60
-216,-216,-24.9976,-24
-230,-230,-52.9599,-52
-254,-254,-85.9682,-85
-221,-221,-102.5818,-102
-192,-192,-88.9421,-88
-264,-264,-114.3884,-114
-271,-271,-98.0768,-98
-217,-217,-73.0631,-73
-187,-187,-84.063,-84
-237,-237,-71.5773,-71
-249,-249,-65.5324,-65
-236,-236,-100.7436,-100
-211,-211,-116.1641,-116
-247,-247,-92.8879,-92
-248,-248,-69.6434,-69
-225,-225,-62.3039,-62
-224,-224,-26.1776,-26
-191,-191,-19.4324,-19
-160,-160,-71.9062,-71
-202,-202,-100.9763,-100
-243,-243,-72.6013,-72
-244,-244,-42.193,-42
-211,-211,-64.4153,-64
-258,-258,-70.5441,-70
-237,-237,-62.0216,-62
-234,-234,-68.8464,-68
-246,-246,-141.3453,-141
-256,-256,-97.3916,-97
-206,-206,-43.6603,-43
-190,-190,-66.8903,-66
-190,-190,-60.3626,-60
-204,-204,-63.6631,-63
-194,-194,-64.3758,-64
-175,-175,-96.2406,-96
-227,-227,-61.427,-61
-290,-290,-30.7844,-30
-236,-236,-33.3853,-33
-213,-213,-59.8428,-59
-246,-246,-35.2615,-35
-213,-213,-28.382,-28
-230,-230,-96.3704,-96
-225,-225,-89.2386,-89
-269,-269,-53.7544,-53
-268,-268,-85.6853,-85
-223,-223,-127.8303,-127
-236,-236,-71.9442,-71
-229,-229,-68.6246,-68
-218,-218,-84.8312,-84
-177,-177,-97.5574,-97
-259,-259,-49.958,-49
-253,-253,-64.5052,-64
-254,-254,-88.1241,-88
-264,-264,-54.7113,-54
-265,-265,-25.57,-25
-213,-213,-97.9868,-97
-241,-241,-104.7727,-104
-283,-283,-51.0605,-51
-234,-234,-21.532,-21
-191,-191,-71.5693,-71
-187,-187,-83.96,-83
-219,-219,-71.1574,-71
-231,-231,-45.7562,-45
-237,-237,-81.6904,-81
-245,-245,-83.144,-83
-264,-264,-60.4771,-60
-225,-225,-59.6316,-59
-211,-211,-27.188,-27
-256,-256,3.819,3
-238,-238,-37.4201,-37
-202,-202,-78.1467,-78
-247,-247,-79.5975,-79
-265,-265,-46.9767,-46
-234,-234,-93.6538,-93
-223,-223,-72.6147,-72
-258,-258,-69.702,-69
-254,-254,-81.5597,-81
-217,-217,-90.6387,-90
-277,-277,-41.2739,-41
-278,-278,-25.9259,-25
-249,-249,-25.4997,-25
-218,-218,-39.5898,-39
-235,-235,-29.4919,-29
-239,-239,-10.4148,-10
-219,-219,-61.973,-61
-186,-186,-125.5635,-125
-216,-216,-71.9588,-71
-241,-241,-48.7954,-48
-202,-202,-81.4001,-81
-217,-217,-48.7225,-48
-238,-238,-65.7073,-65
-233,-233,-59.6978,-59
-221,-221,-103.8545,-103
-232,-232,-103.3506,-103
-224,-224,-57.8856,-57
-228,-228,-70.3464,-70
-230,-230,-64.1973,-64
-236,-236,-53.1913,-53
-223,-223,-11.9566,-11
-233,-233,-93.7719,-93
-232,-232,-88.4218,-88
-235,-235,-89.1401,-89
-222,-222,-98.7883,-98
