acc_raw_int,acc_raw_float,acc_HP_float,acc_HP_float
-229,-229,-39.9798,-39
-195,-195,-70.4029,-70
-202,-202,-106.1976,-106
-244,-244,-136.6967,-136
-212,-212,-53.5042,-53
-211,-211,-85.1947,-85
-227,-227,-89.5583,-89
-246,-246,-21.7248,-21
-244,-244,-59.2041,-59
-235,-235,-68.9924,-68
-270,-270,-61.0935,-61
-267,-267,-57.7321,-57
-265,-265,-59.4429,-59
-260,-260,-73.1634,-73
-240,-240,-49.5549,-49
-204,-204,-53.4775,-53
-214,-214,-99.2663,-99
-246,-246,-57.284,-57
-251,-251,-32.4661,-32
-261,-261,-45.9098,-45
-260,-260,-44.2577,-44
-253,-253,-37.6341,-37
-219,-219,-32.1689,-32
-200,-200,-50.5387,-50
-198,-198,-64.6593,-64
-265,-265,-54.5784,-54
-245,-245,-72.9714,-72
-219,-219,-94.1069,-94
-254,-254,-64.0733,-64
-233,-233,0.5402,0
-193,-193,-50.0152,-50
-236,-236,-100.4767,-100
-268,-268,-82.0307,-82
-216,-216,-24.816,-24
-226,-226,-93.4812,-93
-278,-278,-72.8437,-72
-247,-247,-57.8825,-57
-247,-247,-84.358,-84
-218,-218,-87.1405,-87
-268,-268,-79.2797,-79
-242,-242,-44.2147,-44
-237,-237,-66.9505,-66
-239,-239,-52.8688,-52
-225,-225,-34.6793,-34
-202,-202,-50.4187,-50
-248,-248,-97.0673,-97
-239,-239,-101.4917,-101
-215,-215,-106.9792,-106
-187,-187,-108.0656,-108
-205,-205,-62.3727,-62
-251,-251,-28.7604,-28
-264,-264,-35.1805,-35
-216,-216,-76.697,-76
-293,-293,-44.1866,-44
-319,-319,-44.1578,-44
-224,-224,-59.6363,-59
-232,-232,-78.5375,-78
-264,-264,-77.3239,-77
-224,-224,-67.6543,-67
-213,-213,-102.4708,-102
-258,-258,-99.4457,-99
-258,-258,-97.3486,-97
-239,-239,-92.2076,-92
-219,-219,-71.9621,-71
-227,-227,-36.2355,-36
-207,-207,-46.1388,-46
-223,-223,-77.4654,-77
-263,-263,-82.9637,-82
-247,-247,-93.181,-93
-237,-237,-91.856,-91
-307,-307,-84.6124,-84
-276,-276,-50.4976,-50
-201,-201,-31.5191,-31
-219,-219,-29.1817,-29
-248,-248,-95.8903,-95
-230,-230,-76.0036,-76
-170,-170,-49.8424,-49
-221,-221,-84.5739,-84
-280,-280,-63.9153,-63
-256,-256,-24.6908,-24
-255,-255,-66.7966,-66
-265,-265,-98.0051,-98
-271,-271,-46.2017,-46
-217,-217,-56.9965,-56
-254,-254,-107.9181,-107
-288,-288,-77.0973,-77
-256,-256,-77.2177,-77
-239,-239,-47.7873,-47
-254,-254,-97.6961,-97
-216,-216,-71.8419,-71
-192,-192,-67.3874,-67
-181,-181,-69.1256,-69
-228,-228,-55.3171,-55
-247,-247,-32.4752,-32
-227,-227,-78.1956,-78
-235,-235,-68.5268,-68
-278,-278,-44.4258,-44
-245,-245,-16.3871,-16
-243,-243,-34.3973,-34
-253,-253,-81.0179,-81
-214,-214,-94.4702,-94
-196,-196,-46.359,-46
-210,-210,-122.78,-122
-239,-239,-149.2104,-149
-211,-211,-54.2309,-54
-198,-198,-62.0649,-62
-202,-202,-93.8948,-93
-189,-189,-54.0821,-54
-188,-188,-43.3689,-43
-212,-212,-88.0062,-88
-293,-293,-88.0323,-88
-269,-269,-69.0829,-69
-249,-249,-49.2082,-49
-266,-266,-57.4766,-57
-281,-281,-37.8736,-37
-244,-244,-53.6689,-53
-225,-225,-93.2439,-93
-229,-229,-77.2399,-77
-248,-248,-67.1356,-67
-232,-232,-137.2329,-137
-271,-271,-106.3128,-106
-263,-263,-31.747,-31
-218,-218,-50.0141,-50
-208,-208,-79.0483,-79
-241,-241,-60.0973,-60
-263,-263,-0.3906,0
-232,-232,-51.788,-51
-217,-217,-110.3596,-110
-215,-215,-86.757,-86
-174,-174,-86.4628,-86
-224,-224,-95.8798,-95
-229,-229,-101.5289,-101
-229,-229,-48.3592,-48
-256,-256,-85.1939,-85
-234,-234,-118.5453,-118
-230,-230,-87.1154,-87
-205,-205,-70.2655,-70
-186,-186,-85.8498,-85
-202,-202,-47.2972,-47
-264,-264,-23.7164,-23
-243,-243,-12.8448,-12
-204,-204,-59.9617,-59
-260,-260,-79.1675,-79
-230,-230,-59.5313,-59
-196,-196,-67.0178,-67
-184,-184,-110.3689,-110
-213,-213,-77.8386,-77
-281,-281,-76.1542,-76
-228,-228,-85.9246,-85
-197,-197,-46.4438,-46
-224,-224,-28.4411,-28
-253,-253,-43.2035,-43
-228,-228,-71.2618,-71
-272,-272,-43.0523,-43
-261,-261,-31.5094,-31
-193,-193,-35.5497,-35
-260,-260,-22.137,-22
-236,-236,-21.7967,-21
-193,-193,-46.0868,-46
-211,-211,-126.5774,-126
-230,-230,-102.718,-102
-264,-264,-83.0255,-83
-226,-226,-100.3879,-100
-241,-241,-115.3021,-115
-242,-242,-78.6016,-78
-233,-233,-59.403,-59
-219,-219,-62.9553,-62
-228,-228,-82.313,-82
-243,-243,-66.5172,-66
-207,-207,-104.7207,-104
-237,-237,-97.3372,-97
-248,-248,-53.4331,-53
-242,-242,-43.1464,-43
-264,-264,-75.7007,-75
-192,-192,-98.1043,-98
-224,-224,-67.9547,-67
-227,-227,-52.2044,-52
-207,-207,-49.5096,-49
-265,-265,-8.9021,-8
-267,-267,-58.9206,-58
-218,-218,-63.8963,-63
-240,-240,-63.89,-63
-273,-273,-91.6045,-91
-252,-252,-69.0373,-69
-229,-229,-64.6376,-64
-246,-246,-40.1372,-40
-252,-252,-21.3453,-21
-235,-235,-37.1262,-37
-218,-218,-99.6781,-99
-290,-290,-78.7928,-78
-229,-229,-39.823,-39
-199,-199,-95.1391,-95
-252,-252,-64.8089,-64
-248,-248,-31.0397,-31
-220,-220,-18.9184,-18
-221,-221,-47.3486,-47
-245,-245,-115.817,-115
-260,-260,-62.7602,-62
-216,-216,-31.6371,-31
-235,-235,-59.139,-59
-266,-266,-88.204,-88
-248,-248,-62.8474,-62
-240,-240,-106.3419,-106
-259,-259,-95.6071,-95
-266,-266,-27.5928,-27
-229,-229,-94.4112,-94
-261,-261,-70.3918,-70
-278,-278,-27.1448,-27
-220,-220,-44.7001,-44
-212,-212,-62.5754,-62
-240,-240,-96.9466,-96
-274,-274,-59.1217,-59
-243,-243,-73.8247,-73
-261,-261,-74.5405,-74
-304,-304,-65.8623,-65
-268,-268,-51.9344,-51
-258,-258,-60.6779,-60
-266,-266,-75.2079,-75
-225,-225,-39.3327,-39
-174,-174,-68.8158,-68
-252,-252,-79.8263,-79
-276,-276,-74.2447,-74
-224,-224,-96.2194,-96
-216,-216,-23.6278,-23
-281,-281,-55.103,-55
-259,-259,-58.3697,-58
-215,-215,-38.458,-38
-248,-248,-96.27,-96
-286,-286,-98.5064,-98
-218,-218,-48.6106,-48
-201,-201,-70.4686,-70
-214,-214,-103.3814,-103
-198,-198,-81.9811,-81
-194,-194,-59.3049,-59
-223,-223,-76.2825,-76
-243,-243,-82.4882,-82
-237,-237,-65.5803,-65
-214,-214,-48.2324,-48
-213,-213,-119.325,-119
-233,-233,-58.6098,-58
-236,-236,-29.0823,-29
-206,-206,-81.2897,-81
-204,-204,-77.7707,-77
-240,-240,-50.1631,-50
-220,-220,-51.2465,-51
-231,-231,-74.7493,-74
-267,-267,-88.7218,-88
-289,-289,-45.3871,-45
-207,-207,-64.8348,-64
-246,-246,-95.3674,-95
-253,-253,-76.9202,-76
-186,-186,-69.4103,-69
-218,-218,-87.8679,-87
-256,-256,-95.062,-95
-247,-247,-59.0052,-59
-205,-205,-90.1174,-90
-265,-265,-107.4464,-107
-271,-271,-49.9584,-49
-244,-244,-41.6355,-41
-243,-243,-69.3474,-69
-265,-265,-102.8526,-102
-252,-252,-72.4113,-72
-221,-221,-90.2586,-90
-229,-229,-133.3098,-133
-199,-199,-97.57,-97
-170,-170,-87.9549,-87
-197,-197,-95.9568,-95
-230,-230,-54.8311,-54
-267,-267,-4.3287,-4
-262,-262,-81.8855,-81
-238,-238,-105.8148,-105
-243,-243,-53.9811,-53
-221,-221,-45.8146,-45
-213,-213,-111.9612,-111
-271,-271,-89.4446,-89
-251,-251,-45.4276,-45
-206,-206,-78.829,-78
-211,-211,-116.1507,-116
-256,-256,-48.2355,-48
-222,-222,-32.0733,-32
-207,-207,-44.903,-44
-223,-223,-28.6017,-28
-252,-252,-25.0161,-25
-221,-221,-54.4789,-54
-237,-237,-74.3262,-74
-259,-259,-68.3021,-68
-243,-243,-45.6271,-45
-220,-220,-44.9676,-44
-206,-206,-64.1291,-64
-288,-288,-68.0127,-68
-280,-280,-38.3606,-38
-213,-213,-35.6988,-35
-210,-210,-71.9165,-71
-243,-243,-52.3658,-52
-200,-200,-63.4711,-63
-175,-175,-99.3404,-99
-229,-229,-121.2608,-121
-229,-229,-39.9919,-39
-223,-223,-78.8079,-78
-257,-257,-85.4264,-85
-276,-276,-18.707,-18
-248,-248,-50.8708,-50
-240,-240,-88.6733,-88
-251,-251,-79.6435,-79
-283,-283,-38.1263,-38
-228,-228,-97.7342,-97
-231,-231,-103.5992,-103
-290,-290,-77.3468,-77
-230,-230,-76.4373,-76
-204,-204,-98.0973,-98
-232,-232,-84.6752,-84
-224,-224,-54.2009,-54
-254,-254,-61.9356,-61
-231,-231,-31.4241,-31
-221,-221,-3.0661,-3
-211,-211,-30.3034,-30
-177,-177,-63.3604,-63
-218,-218,-100.9914,-100
-294,-294,-96.4877,-96
-249,-249,-71.268,-71
-190,-190,-76.0712,-76
-242,-242,-54.8116,-54
-197,-197,-46.9615,-46
-203,-203,-104.1214,-104
-269,-269,-84.419,-84
-296,-296,-39.8856,-39
-258,-258,-44.3175,-44
-234,-234,-88.8071,-88
-248,-248,-55.7444,-55
-207,-207,-40.9537,-40
-208,-208,-56.7364,-56
-235,-235,-85.8767,-85
-255,-255,-54.7813,-54
-222,-222,-70.3217,-70
-215,-215,-92.0666,-92
-210,-210,-76.2144,-76
-217,-217,-53.5618,-53
-187,-187,-39.6452,-39
-172,-172,-121.4963,-121
-258,-258,-113.4237,-113
-288,-288,-46.7202,-46
-244,-244,-43.68,-43
-272,-272,-76.0683,-76
-262,-262,-33.2949,-33
-210,-210,-8.1876,-8
-249,-249,-61.6847,-61
-248,-248,-61.441,-61
-239,-239,-56.6342,-56
-208,-208,-90.1197,-90
-232,-232,-109.061,-109
-251,-251,-81.9507,-81
-245,-245,-73.3994,-73
-195,-195,-83.9592,-83
-255,-255,-116.0861,-116
-274,-274,-61.5794,-61
-233,-233,-63.723,-63
-225,-225,-122.7288,-122
-206,-206,-63.2259,-63
-228,-228,-37.2696,-37
-236,-236,-64.9869,-64
-213,-213,-57.2664,-57
-197,-197,-87.7952,-87
-225,-225,-64.6812,-64
-263,-263,-55.0013,-55
-271,-271,-45.2243,-45
-238,-238,-10.724,-10
-180,-180,-51.3476,-51
-214,-214,-126.9201,-126
-255,-255,-82.0313,-82
-252,-252,-23.3823,-23
-212,-212,-75.3873,-75
-253,-253,-30.666,-30
-220,-220,-36.7883,-36
-214,-214,-102.0381,-102
-226,-226,-129.419,-129
-217,-217,-92.1073,-92
-210,-210,-68.0579,-68
-213,-213,-81.4905,-81
-249,-249,-40.9843,-40
-252,-252,-42.1434,-42
-225,-225,-68.9244,-68
-216,-216,-88.5932,-88
-244,-244,-56.0545,-56
-246,-246,-48.8198,-48
-208,-208,-43.6286,-43
-250,-250,-50.8897,-50
-247,-247,-21.211,-21
-238,-238,-6.3833,-6
-224,-224,-91.2888,-91
-239,-239,-121.525,-121
-267,-267,-78.45,-78
-237,-237,-106.4474,-106
-236,-236,-95.9663,-95
-262,-262,-44.501,-44
-269,-269,-83.6855,-83
-212,-212,-81.9058,-81
-217,-217,-72.9527,-72
-263,-263,-41.9718,-41
-249,-249,-65.476,-65
-243,-243,-84.2602,-84
-281,-281,-78.6087,-78
-250,-250,-28.6916,-28
-209,-209,-88.5972,-88
-282,-282,-107.0749,-107
-303,-303,-66.7082,-66
-243,-243,-58.5814,-58
-230,-230,-38.7472,-38
-240,-240,-61.5867,-61
-226,-226,-69.8746,-69
-217,-217,-46.416,-46
-236,-236,-30.4534,-30
-264,-264,-57.9029,-57
-231,-231,-96.1903,-96
-241,-241,-104.2307,-104
-225,-225,-71.2873,-71
-187,-187,-13.7353,-13
-212,-212,-47.0713,-47
-214,-214,-87.0352,-87
-235,-235,-84.7139,-84
-220,-220,-45.5118,-45
-218,-218,-85.7226,-85
-220,-220,-53.3309,-53
-190,-190,-47.2442,-47
-191,-191,-58.3862,-58
-199,-199,-49.1742,-49
-258,-258,-42.7397,-42
-251,-251,-46.0453,-46
-182,-182,-81.9571,-81
-206,-206,-85.5801,-85
-264,-264,-58.4288,-58
-228,-228,-49.0219,-49
-205,-205,-76.8248,-76
-256,-256,-79.2564,-79
-256,-256,-41.2705,-41
-234,-234,-83.2961,-83
-205,-205,-80.2265,-80
-238,-238,-71.5937,-71
-228,-228,-57.7283,-57
-183,-183,-71.6109,-71
-210,-210,-99.3677,-99
-279,-279,-70.0038,-70
-230,-230,-68.6969,-68
-231,-231,-94.9492,-94
-246,-246,-102.6978,-102
-177,-177,-45.2932,-45
-170,-170,-50.5309,-50
-192,-192,-96.8309,-96
-231,-231,-83.3185,-83
-247,-247,-76.9773,-76
-233,-233,-114.789,-114
-231,-231,-83.978,-83
-243,-243,-43.7089,-43
-178,-178,-116.0327,-116
-208,-208,-136.9688,-136
-249,-249,-77.6442,-77
-238,-238,-64.817,-64
-179,-179,-75.2608,-75
-198,-198,-61.0895,-61
-270,-270,-51.9894,-51
-272,-272,-71.3075,-71
-237,-237,-99.563,-99
-252,-252,-66.1699,-66
-230,-230,-75.7567,-75
-207,-207,-59.8752,-59
-234,-234,-22.4885,-22
-253,-253,-48.3139,-48
-206,-206,-49.9084,-49
-182,-182,-70.5494,-70
-263,-263,-55.6757,-55
-265,-265,-54.2713,-54
-210,-210,-55.8324,-55
-194,-194,-26.5022,-26
-237,-237,-27.646,-27
-259,-259,-35.486,-35
-248,-248,-94.6514,-94
-214,-214,-87.8489,-87
-237,-237,-18.8478,-18
-235,-235,-42.42,-42
-215,-215,-100.5504,-100
-217,-217,-65.0767,-65
-275,-275,-42.1669,-42
-210,-210,-92.8935,-92
-222,-222,-92.9959,-92
-221,-221,-71.631,-71
-254,-254,-42.0449,-42
-184,-184,-75.3041,-75
-203,-203,-65.5928,-65
-242,-242,-20.8351,-20
-213,-213,-47.7267,-47
-226,-226,-116.4463,-116
-258,-258,-67.9115,-67
-227,-227,-68.9905,-68
-245,-245,-83.6625,-83
-252,-252,-14.6159,-14
-232,-232,-8.4671,-8
-264,-264,-30.2935,-30
-247,-247,-68.6207,-68
-246,-246,-84.8353,-84
-276,-276,-70.832,-70
-257,-257,-68.2636,-68
-205,-205,-80.8011,-80
-235,-235,-16.329,-16
-279,-279,-45.1498,-45
-237,-237,-85.9012,-85
-273,-273,-75.6707,-75
-260,-260,-16.7035,-16
-205,-205,-35.526,-35
-195,-195,-107.7134,-107
-271,-271,-109.6274,-109
-223,-223,-74.2582,-74
-213,-213,-88.8341,-88
-229,-229,-67.2386,-67
-271,-271,-43.8992,-43
-204,-204,-71.0765,-71
-219,-219,-90.4793,-90
-235,-235,-42.9338,-42
-220,-220,-18.7861,-18
-249,-249,-99.3262,-99
-227,-227,-101.4382,-101
-242,-242,-46.3114,-46
-231,-231,-30.1536,-30
-233,-233,-73.4217,-73
-237,-237,-95.2096,-95
-220,-220,-83.9533,-83
-218,-218,-49.0508,-49
-195,-195,-72.2065,-72
-226,-226,-71.0983,-71
-244,-244,-50.5719,-50
-239,-239,-51.6626,-51
-253,-253,-110.0881,-110
-267,-267,-45.2261,-45
-261,-261,-56.3458,-56
-233,-233,-55.3124,-55
-218,-218,-88.6032,-88
-239,-239,-18.8913,-18
-230,-230,-37.3194,-37
-204,-204,-76.4532,-76
-252,-252,-47.9216,-47
-228,-228,-60.3996,-60
-203,-203,-91.4461,-91
-263,-263,-61.0652,-61
-276,-276,-78.8789,-78
-235,-235,-85.6015,-85
-212,-212,-66.5246,-66
-219,-219,-98.4713,-98
-225,-225,-81.0185,-81
-223,-223,-79.4034,-79
-239,-239,-109.1448,-109
-239,-239,-90.3171,-90
-248,-248,-38.2785,-38
-236,-236,-68.0776,-68
-228,-228,-112.9424,-112
-235,-235,-70.399,-70
-224,-224,-105.8076,-105
-259,-259,-92.9128,-92
-257,-257,-38.6306,-38
-257,-257,-28.1901,-28
-257,-257,-103.0914,-103
-228,-228,-55.1391,-55
-218,-218,-45.7007,-45
-209,-209,-61.5465,-61
-223,-223,-103.8847,-103
-230,-230,-37.1744,-37
-237,-237,-51.74,-51
-194,-194,-67.5744,-67
-221,-221,-53.2661,-53
-253,-253,-82.4809,-82
-267,-267,-59.2238,-59
-252,-252,-74.2188,-74
-248,-248,-63.9757,-63
-251,-251,-66.0891,-66
-243,-243,-69.4083,-69
-267,-267,-52.0418,-52
-251,-251,-50.1898,-50
-250,-250,-27.6155,-27
-190,-190,-58.3542,-58
-230,-230,-76.3871,-76
-236,-236,-71.6406,-71
-219,-219,-85.602,-85
-209,-209,-98.8548,-98
-246,-246,-93.7761,-93
-221,-221,-65.5948,-65
-193,-193,-50.6837,-50
-219,-219,-71.2675,-71
-233,-233,-63.2561,-63
-189,-189,-37.024,-37
-209,-209,-84.5347,-84
-292,-292,-60.8387,-60
-270,-270,-35.5677,-35
-240,-240,-95.1401,-95
-248,-248,-108.5939,-108
-283,-283,-67.2446,-67
-192,-192,-44.2869,-44
-171,-171,-51.7567,-51
-226,-226,-57.373,-57
-208,-208,-55.7491,-55
-200,-200,-71.8972,-71
-253,-253,-71.5102,-71
-273,-273,-80.7816,-80
-254,-254,-69.4837,-69
-236,-236,-61.0286,-61
-281,-281,-67.3469,-67
-232,-232,-57.0037,-57
-196,-196,-91.6197,-91
-210,-210,-89.9321,-89
-240,-240,-90.7016,-90
-247,-247,-90.7412,-90
-237,-237,-60.6474,-60
-268,-268,-51.2856,-51
-231,-231,-42.3984,-42
-206,-206,-56.2087,-56
-198,-198,-62.7349,-62
-243,-243,-70.6923,-70
-251,-251,-27.3996,-27
-217,-217,-54.2081,-54
-212,-212,-86.478,-86
-237,-237,-100.0786,-100
-240,-240,-85.4096,-85
-209,-209,-81.2759,-81
-257,-257,-84.409,-84
-229,-229,-76.4091,-76
-226,-226,-100.3956,-100
-250,-250,-84.6132,-84
-258,-258,-83.5752,-83
-222,-222,-23.8953,-23
-203,-203,-63.5025,-63
-253,-253,-69.2378,-69
-250,-250,-52.3193,-52
-241,-241,-42.1554,-42
-226,-226,-79.0531,-79
-221,-221,-54.2542,-54
-225,-225,-26.7214,-26
-236,-236,-52.9298,-52
-258,-258,-66.5774,-66
-256,-256,-22.6683,-22
-214,-214,-43.0612,-43
-222,-222,-125.4045,-125
-292,-292,-103.6399,-103
-264,-264,-73.8923,-73
-188,-188,-81.1426,-81
-200,-200,-116.1221,-116
-252,-252,-25.7203,-25
-231,-231,-5.0354,-5
-220,-220,-59.9318,-59
-245,-245,-41.8015,-41
-245,-245,-33.7894,-33
-248,-248,-86.526,-86
-265,-265,-106.4653,-106
-243,-243,-87.3303,-87
-235,-235,-69.5073,-69
-222,-222,-114.6344,-114
-256,-256,-65.4658,-65
-232,-232,-29.6034,-29
-190,-190,-43.2079,-43
-230,-230,-73.2875,-73
-282,-282,-80.2083,-80
-223,-223,-70.2567,-70
-206,-206,-101.7276,-101
-223,-223,-64.8476,-64
-241,-241,-39.8936,-39
-209,-209,-31.6939,-31
-194,-194,-76.6596,-76
-228,-228,-84.5674,-84
-280,-280,-51.0301,-51
-254,-254,-45.5303,-45
-242,-242,-70.0507,-70
-215,-215,-72.9396,-72
-185,-185,-42.313,-42
-206,-206,-90.463,-90
-243,-243,-62.4261,-62
-332,-332,-59.3255,-59
-263,-263,-82.9291,-82
-226,-226,-91.194,-91
-270,-270,-55.1184,-55
-262,-262,-36.8334,-36
-214,-214,-86.2072,-86
-219,-219,-83.1128,-83
-232,-232,-74.3081,-74
-256,-256,-59.3193,-59
-237,-237,-53.7313,-53
-234,-234,-58.0518,-58
-225,-225,-69.3809,-69
-192,-192,-91.0197,-91
-238,-238,-88.7756,-88
-265,-265,-47.2669,-47
-242,-242,-54.8697,-54
-215,-215,-123.7486,-123
-261,-261,-96.0871,-96
-233,-233,-20.5391,-20
-231,-231,-32.4254,-32
-268,-268,-83.8819,-83
-256,-256,-64.1013,-64
-216,-216,-53.2907,-53
-205,-205,-77.4667,-77
-257,-257,-77.6149,-77
-266,-266,-80.57,-80
-236,-236,-96.7705,-96
-237,-237,-74.5197,-74
-264,-264,-66.7588,-66
-238,-238,-53.9962,-53
-229,-229,-87.3794,-87
-252,-252,-64.0468,-64
-187,-187,-22.5863,-22
-183,-183,-62.4084,-62
-209,-209,-114.0012,-114
-218,-218,-54.9482,-54
-253,-253,-38.0545,-38
-249,-249,-54.6021,-54
-241,-241,-73.1317,-73
-243,-243,-41.4163,-41
-253,-253,-26.401,-26
-233,-233,-59.717,-59
-256,-256,-111.5678,-111
-250,-250,-86.0016,-86
-243,-243,-73.9935,-73
-206,-206,-46.6679,-46
-212,-212,-16.6802,-16
-173,-173,-38.2467,-38
-195,-195,-74.6612,-74
-242,-242,-164.0815,-164
-257,-257,-95.0739,-95
-246,-246,-57.7266,-57
-207,-207,-101.7339,-101
-236,-236,-94.2752,-94
-229,-229,-46.5316,-46
-227,-227,-50.8435,-50
-265,-265,-63.8774,-63
-229,-229,-88.0632,-88
-194,-194,-69.3931,-69
-189,-189,-66.5791,-66
-213,-213,-57.5891,-57
-259,-259,-24.4122,-24
-236,-236,-70.1655,-70
-223,-223,-97.3135,-97
-241,-241,-74.944,-74
-260,-260,-47.7772,-47
-212,-212,-92.9192,-92
-225,-225,-65.4794,-65
-242,-242,-64.5713,-64
-205,-205,-101.4245,-101
-189,-189,-88.8242,-88
-224,-224,-49.2289,-49
-280,-280,-38.3246,-38
-248,-248,-89.9903,-89
-210,-210,-99.1295,-99
-252,-252,-69.1318,-69
-204,-204,-70.0645,-70
-240,-240,-97.4665,-97
-281,-281,-71.5347,-71
-237,-237,-62.7483,-62
-223,-223,-85.345,-85
-228,-228,-20.7722,-20
-298,-298,-17.2195,-17
-215,-215,-42.6806,-42
-192,-192,-51.1294,-51
-241,-241,-87.0463,-87
-256,-256,-83.2405,-83
-219,-219,-75.0347,-75
-178,-178,-76.9546,-76
-203,-203,-87.5253,-87
-211,-211,-67.7894,-67
-210,-210,-90.3833,-90
-230,-230,-83.77,-83
-263,-263,-77.2187,-77
-257,-257,-40.4291,-40
-216,-216,-46.9028,-46
-229,-229,-8.3306,-8
-232,-232,-30.0162,-30
-255,-255,-76.4845,-76
-238,-238,-90.3783,-90
-259,-259,-80.494,-80
-246,-246,-42.0525,-42
-193,-193,-70.5791,-70
-240,-240,-63.7794,-63
-259,-259,-62.4395,-62
-208,-208,-100.4095,-100
-176,-176,-64.366,-64
-229,-229,-29.0878,-29
-253,-253,-24.3709,-24
-226,-226,-48.4588,-48
-248,-248,-94.5668,-94
-290,-290,-71.8702,-71
-257,-257,-58.1272,-58
-240,-240,-75.7712,-75
-256,-256,-95.0907,-95
-258,-258,-47.3999,-47
-233,-233,-59.7378,-59
-214,-214,-77.1966,-77
-204,-204,-40.274,-40
-224,-224,-23.7858,-23
-225,-225,-59.0205,-59
-270,-270,-115.4886,-115
-270,-270,-83.4788,-83
-234,-234,-44.6919,-44
-213,-213,-86.6341,-86
-245,-245,-39.0333,-39
-220,-220,-75.0109,-75
-212,-212,-115.6656,-115
-249,-249,-71.9919,-71
-261,-261,-58.0025,-58
-261,-261,-62.5639,-62
-289,-289,-133.2672,-133
-263,-263,-50.0772,-50
-227,-227,-26.5686,-26
-240,-240,-75.3156,-75
-258,-258,-89.6949,-89
-275,-275,-52.6188,-52
-264,-264,-11.602,-11
-228,-228,-36.5127,-36
-242,-242,-44.2865,-44
-234,-234,-43.4933,-43
-212,-212,-63.1376,-63
-249,-249,-96.1284,-96
-267,-267,-90.0705,-90
-202,-202,-49.5423,-49
-179,-179,-62.4274,-62
-233,-233,-65.8071,-65
-238,-238,-88.291,-88
-268,-268,-70.4266,-70
-257,-257,-91.1095,-91
-254,-254,-78.1697,-78
-247,-247,-25.5882,-25
-236,-236,-72.0481,-72
-248,-248,-91.0206,-91
-227,-227,-39.9604,-39
-184,-184,-7.4714,-7
-249,-249,-60.8971,-60
-267,-267,-85.1867,-85
-250,-250,-58.0442,-58
-182,-182,-79.6745,-79
-240,-240,-120.942,-120
-248,-248,-88.203,-88
-220,-220,-71.3464,-71
-256,-256,-86.9704,-86
-280,-280,-88.5607,-88
-224,-224,-64.2042,-64
-175,-175,-45.0574,-45
-193,-193,-34.8576,-34
-258,-258,-55.2647,-55
-241,-241,-56.3558,-56
-225,-225,-100.7826,-100
-262,-262,-99.9259,-99
-222,-222,-64.4448,-64
-203,-203,-44.0206,-44
-266,-266,-75.314,-75
-238,-238,-50.9544,-50
-222,-222,-42.4208,-42
-205,-205,-78.945,-78
-241,-241,-91.6013,-91
-240,-240,-91.7666,-91
-202,-202,-119.744,-119
-227,-227,-92.8213,-92
-265,-265,-57.9851,-57
-230,-230,-71.255,-71
-208,-208,-88.5834,-88
-212,-212,-105.4682,-105
-254,-254,-94.9792,-94
-243,-243,-59.4903,-59
-237,-237,-73.0614,-73
-249,-249,-64.8922,-64
-269,-269,-42.8163,-42
-238,-238,-79.534,-79
-216,-216,-97.1781,-97
-264,-264,-32.2979,-32
-250,-250,-9.8947,-9
-205,-205,-63.7944,-63
-204,-204,-68.8655,-68
-217,-217,-98.6544,-98
-199,-199,-88.0685,-88
-225,-225,-84.8868,-84
-238,-238,-78.1703,-78
-274,-274,-67.8686,-67
-229,-229,-79.233,-79
-235,-235,-58.0593,-58
-271,-271,-15.7665,-15
-268,-268,-81.1151,-81
-240,-240,-98.3371,-98
-225,-225,-81.0963,-81
-231,-231,-13.5686,-13
-213,-213,-71.3762,-71
-229,-229,-78.9304,-78
-230,-230,-51.5605,-51
-212,-212,-87.9451,-87
-238,-238,-111.7956,-111
-262,-262,-55.8055,-55
-241,-241,-7.2187,-7
-242,-242,-25.4935,-25
-274,-274,-90.5324,-90
-266,-266,-73.1679,-73
-203,-203,-57.2446,-57
-233,-233,-93.6746,-93
-276,-276,-53.691,-53
-243,-243,-35.2487,-35
-197,-197,-98.6348,-98
-205,-205,-70.2616,-70
-222,-222,-54.6763,-54
-233,-233,-37.7876,-37
-220,-220,-73.3185,-73
-241,-241,-72.2111,-72
-303,-303,-34.1345,-34
-248,-248,-58.8,-58
-236,-236,-97.2589,-97
-268,-268,-62.7103,-62
-258,-258,-40.4504,-40
-212,-212,-44.2564,-44
-245,-245,-86.0354,-86
-259,-259,-75.1803,-75
-180,-180,-69.8104,-69
-209,-209,-81.6391,-81
-242,-242,-101.7147,-101
-207,-207,-71.0402,-71
-193,-193,-48.5767,-48
-223,-223,-96.3805,-96
-236,-236,-83.2903,-83
-230,-230,-38.5195,-38
-207,-207,-36.7427,-36
-217,-217,-49.7163,-49
-194,-194,-31.4272,-31
-190,-190,-57.7598,-57
-200,-200,-70.9432,-70
-243,-243,-107.0745,-107
-285,-285,-62.1413,-62
-259,-259,-67.9331,-67
-192,-192,-104.3434,-104
-185,-185,-102.0258,-102
-187,-187,-73.1953,-73
-240,-240,-58.0127,-58
-247,-247,-64.3124,-64
-231,-231,-47.2858,-47
-219,-219,-62.4783,-62
-231,-231,-63.4365,-63
-249,-249,-45.8466,-45
-209,-209,-71.4431,-71
-212,-212,-95.2731,-95
-211,-211,-75.217,-75
-228,-228,-76.9115,-76
-212,-212,-108.6603,-108
